CAT,PRICE,value,date
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,3.8,2023-08-11
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,4,2023-08-11
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,3.95,2023-08-11
Μοσχάρια εγχώρια 4/μορια,ΚΑΤΩΤΕΡΗ,6.5,2023-08-11
Μοσχάρια εγχώρια 4/μορια,ΑΝΩΤΕΡΗ,7,2023-08-11
Μοσχάρια εγχώρια 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,6.9,2023-08-11
Μοσχάρια εξωτερικού 4/μορια,ΚΑΤΩΤΕΡΗ,6.3,2023-08-11
Μοσχάρια εξωτερικού 4/μορια,ΑΝΩΤΕΡΗ,6.8,2023-08-11
Μοσχάρια εξωτερικού 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,6.5,2023-08-11
Αρνιά,ΚΑΤΩΤΕΡΗ,8,2023-08-14
Αρνιά,ΑΝΩΤΕΡΗ,11,2023-08-14
Αρνιά,ΕΠΙΚΡΑΤΟΥΣΑ,10.5,2023-08-14
Αρνια Ρουμανιας,ΚΑΤΩΤΕΡΗ,8,2023-08-14
Αρνια Ρουμανιας,ΑΝΩΤΕΡΗ,8.8,2023-08-14
Αρνια Ρουμανιας,ΕΠΙΚΡΑΤΟΥΣΑ,8.6,2023-08-14
Κατσίκια,ΚΑΤΩΤΕΡΗ,8,2023-08-14
Κατσίκια,ΑΝΩΤΕΡΗ,9,2023-08-14
Κατσίκια,ΕΠΙΚΡΑΤΟΥΣΑ,8.8,2023-08-14
Γιδοπρόβατα,ΚΑΤΩΤΕΡΗ,3,2023-08-14
Γιδοπρόβατα,ΑΝΩΤΕΡΗ,5.7,2023-08-14
Γιδοπρόβατα,ΕΠΙΚΡΑΤΟΥΣΑ,5.5,2023-08-14
Χοιρινά εγχώρια μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,3.6,2023-08-14
Χοιρινά εγχώρια μαδητά μισάδια,ΑΝΩΤΕΡΗ,3.8,2023-08-14
Χοιρινά εγχώρια μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,3.7,2023-08-14
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,3.9,2023-08-14
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,4.1,2023-08-14
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,4,2023-08-14
Χοιρινά εξωτερικού μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,3.55,2023-08-14
Χοιρινά εξωτερικού μαδητά μισάδια,ΑΝΩΤΕΡΗ,3.7,2023-08-14
Χοιρινά εξωτερικού μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,3.65,2023-08-14
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,3.8,2023-08-14
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,4,2023-08-14
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,3.95,2023-08-14
Μοσχάρια εγχώρια 4/μορια,ΚΑΤΩΤΕΡΗ,6.5,2023-08-14
Μοσχάρια εγχώρια 4/μορια,ΑΝΩΤΕΡΗ,7,2023-08-14
Μοσχάρια εγχώρια 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,6.9,2023-08-14
Μοσχάρια εξωτερικού 4/μορια,ΚΑΤΩΤΕΡΗ,6.3,2023-08-14
Μοσχάρια εξωτερικού 4/μορια,ΑΝΩΤΕΡΗ,6.8,2023-08-14
Μοσχάρια εξωτερικού 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,6.5,2023-08-14
Αρνιά,ΚΑΤΩΤΕΡΗ,8,2023-08-16
Αρνιά,ΑΝΩΤΕΡΗ,11,2023-08-16
Αρνιά,ΕΠΙΚΡΑΤΟΥΣΑ,10.5,2023-08-16
Αρνια Ρουμανιας,ΚΑΤΩΤΕΡΗ,8,2023-08-16
Αρνια Ρουμανιας,ΑΝΩΤΕΡΗ,8.8,2023-08-16
Αρνια Ρουμανιας,ΕΠΙΚΡΑΤΟΥΣΑ,8.6,2023-08-16
Κατσίκια,ΚΑΤΩΤΕΡΗ,8,2023-08-16
Κατσίκια,ΑΝΩΤΕΡΗ,9,2023-08-16
Κατσίκια,ΕΠΙΚΡΑΤΟΥΣΑ,8.8,2023-08-16
Γιδοπρόβατα,ΚΑΤΩΤΕΡΗ,3,2023-08-16
Γιδοπρόβατα,ΑΝΩΤΕΡΗ,5.7,2023-08-16
Γιδοπρόβατα,ΕΠΙΚΡΑΤΟΥΣΑ,5.5,2023-08-16
Χοιρινά εγχώρια μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,3.6,2023-08-16
Χοιρινά εγχώρια μαδητά μισάδια,ΑΝΩΤΕΡΗ,3.8,2023-08-16
Χοιρινά εγχώρια μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,3.7,2023-08-16
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,3.9,2023-08-16
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,4.1,2023-08-16
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,4,2023-08-16
Χοιρινά εξωτερικού μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,3.55,2023-08-16
Χοιρινά εξωτερικού μαδητά μισάδια,ΑΝΩΤΕΡΗ,3.7,2023-08-16
Χοιρινά εξωτερικού μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,3.65,2023-08-16
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,3.8,2023-08-16
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,4,2023-08-16
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,3.95,2023-08-16
Μοσχάρια εγχώρια 4/μορια,ΚΑΤΩΤΕΡΗ,6.5,2023-08-16
Μοσχάρια εγχώρια 4/μορια,ΑΝΩΤΕΡΗ,7,2023-08-16
Μοσχάρια εγχώρια 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,6.9,2023-08-16
Μοσχάρια εξωτερικού 4/μορια,ΚΑΤΩΤΕΡΗ,6.3,2023-08-16
Μοσχάρια εξωτερικού 4/μορια,ΑΝΩΤΕΡΗ,6.8,2023-08-16
Μοσχάρια εξωτερικού 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,6.5,2023-08-16
Αρνιά,ΚΑΤΩΤΕΡΗ,8,2023-08-18
Αρνιά,ΑΝΩΤΕΡΗ,11,2023-08-18
Αρνιά,ΕΠΙΚΡΑΤΟΥΣΑ,10.5,2023-08-18
Αρνια Ρουμανιας,ΚΑΤΩΤΕΡΗ,8,2023-08-18
Αρνια Ρουμανιας,ΑΝΩΤΕΡΗ,8.8,2023-08-18
Αρνια Ρουμανιας,ΕΠΙΚΡΑΤΟΥΣΑ,8.6,2023-08-18
Κατσίκια,ΚΑΤΩΤΕΡΗ,8,2023-08-18
Κατσίκια,ΑΝΩΤΕΡΗ,9,2023-08-18
Κατσίκια,ΕΠΙΚΡΑΤΟΥΣΑ,8.8,2023-08-18
Γιδοπρόβατα,ΚΑΤΩΤΕΡΗ,3,2023-08-18
Γιδοπρόβατα,ΑΝΩΤΕΡΗ,5.7,2023-08-18
Γιδοπρόβατα,ΕΠΙΚΡΑΤΟΥΣΑ,5.5,2023-08-18
Χοιρινά εγχώρια μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,3.6,2023-08-18
Χοιρινά εγχώρια μαδητά μισάδια,ΑΝΩΤΕΡΗ,3.8,2023-08-18
Χοιρινά εγχώρια μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,3.7,2023-08-18
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,3.9,2023-08-18
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,4.1,2023-08-18
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,4,2023-08-18
Χοιρινά εξωτερικού μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,3.55,2023-08-18
Χοιρινά εξωτερικού μαδητά μισάδια,ΑΝΩΤΕΡΗ,3.7,2023-08-18
Χοιρινά εξωτερικού μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,3.65,2023-08-18
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,3.8,2023-08-18
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,4,2023-08-18
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,3.95,2023-08-18
Μοσχάρια εγχώρια 4/μορια,ΚΑΤΩΤΕΡΗ,6.5,2023-08-18
Μοσχάρια εγχώρια 4/μορια,ΑΝΩΤΕΡΗ,7,2023-08-18
Μοσχάρια εγχώρια 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,6.9,2023-08-18
Μοσχάρια εξωτερικού 4/μορια,ΚΑΤΩΤΕΡΗ,6.3,2023-08-18
Μοσχάρια εξωτερικού 4/μορια,ΑΝΩΤΕΡΗ,6.8,2023-08-18
Μοσχάρια εξωτερικού 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,6.5,2023-08-18
Αρνιά,ΚΑΤΩΤΕΡΗ,8,2023-08-21
Αρνιά,ΑΝΩΤΕΡΗ,11,2023-08-21
Αρνιά,ΕΠΙΚΡΑΤΟΥΣΑ,10.5,2023-08-21
Αρνια Ρουμανιας,ΚΑΤΩΤΕΡΗ,8,2023-08-21
Αρνια Ρουμανιας,ΑΝΩΤΕΡΗ,8.8,2023-08-21
Αρνια Ρουμανιας,ΕΠΙΚΡΑΤΟΥΣΑ,8.6,2023-08-21
Κατσίκια,ΚΑΤΩΤΕΡΗ,8,2023-08-21
Κατσίκια,ΑΝΩΤΕΡΗ,9,2023-08-21
Κατσίκια,ΕΠΙΚΡΑΤΟΥΣΑ,8.8,2023-08-21
Γιδοπρόβατα,ΚΑΤΩΤΕΡΗ,3,2023-08-21
Γιδοπρόβατα,ΑΝΩΤΕΡΗ,5.7,2023-08-21
Γιδοπρόβατα,ΕΠΙΚΡΑΤΟΥΣΑ,5.5,2023-08-21
Χοιρινά εγχώρια μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,3.6,2023-08-21
Χοιρινά εγχώρια μαδητά μισάδια,ΑΝΩΤΕΡΗ,3.8,2023-08-21
Χοιρινά εγχώρια μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,3.7,2023-08-21
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,3.9,2023-08-21
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,4.1,2023-08-21
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,4,2023-08-21
Χοιρινά εξωτερικού μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,3.55,2023-08-21
Χοιρινά εξωτερικού μαδητά μισάδια,ΑΝΩΤΕΡΗ,3.7,2023-08-21
Χοιρινά εξωτερικού μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,3.65,2023-08-21
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,3.8,2023-08-21
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,4,2023-08-21
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,3.95,2023-08-21
Μοσχάρια εγχώρια 4/μορια,ΚΑΤΩΤΕΡΗ,6.5,2023-08-21
Μοσχάρια εγχώρια 4/μορια,ΑΝΩΤΕΡΗ,7,2023-08-21
Μοσχάρια εγχώρια 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,6.9,2023-08-21
Μοσχάρια εξωτερικού 4/μορια,ΚΑΤΩΤΕΡΗ,6.3,2023-08-21
Μοσχάρια εξωτερικού 4/μορια,ΑΝΩΤΕΡΗ,6.8,2023-08-21
Μοσχάρια εξωτερικού 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,6.5,2023-08-21
Αρνιά,ΚΑΤΩΤΕΡΗ,8,2023-08-23
Αρνιά,ΑΝΩΤΕΡΗ,11,2023-08-23
Αρνιά,ΕΠΙΚΡΑΤΟΥΣΑ,10.5,2023-08-23
Αρνια Ρουμανιας,ΚΑΤΩΤΕΡΗ,8,2023-08-23
Αρνια Ρουμανιας,ΑΝΩΤΕΡΗ,8.8,2023-08-23
Αρνια Ρουμανιας,ΕΠΙΚΡΑΤΟΥΣΑ,8.6,2023-08-23
Κατσίκια,ΚΑΤΩΤΕΡΗ,8,2023-08-23
Κατσίκια,ΑΝΩΤΕΡΗ,9,2023-08-23
Κατσίκια,ΕΠΙΚΡΑΤΟΥΣΑ,8.8,2023-08-23
Γιδοπρόβατα,ΚΑΤΩΤΕΡΗ,3,2023-08-23
Γιδοπρόβατα,ΑΝΩΤΕΡΗ,5.7,2023-08-23
Γιδοπρόβατα,ΕΠΙΚΡΑΤΟΥΣΑ,5.5,2023-08-23
Χοιρινά εγχώρια μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,3.6,2023-08-23
Χοιρινά εγχώρια μαδητά μισάδια,ΑΝΩΤΕΡΗ,3.8,2023-08-23
Χοιρινά εγχώρια μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,3.7,2023-08-23
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,3.9,2023-08-23
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,4.1,2023-08-23
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,4,2023-08-23
Χοιρινά εξωτερικού μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,3.55,2023-08-23
Χοιρινά εξωτερικού μαδητά μισάδια,ΑΝΩΤΕΡΗ,3.7,2023-08-23
Χοιρινά εξωτερικού μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,3.65,2023-08-23
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,3.8,2023-08-23
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,4,2023-08-23
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,3.95,2023-08-23
Μοσχάρια εγχώρια 4/μορια,ΚΑΤΩΤΕΡΗ,6.5,2023-08-23
Μοσχάρια εγχώρια 4/μορια,ΑΝΩΤΕΡΗ,7,2023-08-23
Μοσχάρια εγχώρια 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,6.9,2023-08-23
Μοσχάρια εξωτερικού 4/μορια,ΚΑΤΩΤΕΡΗ,6.3,2023-08-23
Μοσχάρια εξωτερικού 4/μορια,ΑΝΩΤΕΡΗ,6.8,2023-08-23
Μοσχάρια εξωτερικού 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,6.5,2023-08-23
Αρνιά,ΚΑΤΩΤΕΡΗ,8,2023-08-25
Αρνιά,ΑΝΩΤΕΡΗ,11,2023-08-25
Αρνιά,ΕΠΙΚΡΑΤΟΥΣΑ,10.5,2023-08-25
Αρνια Ρουμανιας,ΚΑΤΩΤΕΡΗ,8,2023-08-25
Αρνια Ρουμανιας,ΑΝΩΤΕΡΗ,8.8,2023-08-25
Αρνια Ρουμανιας,ΕΠΙΚΡΑΤΟΥΣΑ,8.6,2023-08-25
Κατσίκια,ΚΑΤΩΤΕΡΗ,8,2023-08-25
Κατσίκια,ΑΝΩΤΕΡΗ,9,2023-08-25
Κατσίκια,ΕΠΙΚΡΑΤΟΥΣΑ,8.8,2023-08-25
Γιδοπρόβατα,ΚΑΤΩΤΕΡΗ,3,2023-08-25
Γιδοπρόβατα,ΑΝΩΤΕΡΗ,5.7,2023-08-25
Γιδοπρόβατα,ΕΠΙΚΡΑΤΟΥΣΑ,5.5,2023-08-25
Χοιρινά εγχώρια μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,3.6,2023-08-25
Χοιρινά εγχώρια μαδητά μισάδια,ΑΝΩΤΕΡΗ,3.8,2023-08-25
Χοιρινά εγχώρια μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,3.7,2023-08-25
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,3.9,2023-08-25
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,4.1,2023-08-25
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,4,2023-08-25
Χοιρινά εξωτερικού μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,3.55,2023-08-25
Χοιρινά εξωτερικού μαδητά μισάδια,ΑΝΩΤΕΡΗ,3.7,2023-08-25
Χοιρινά εξωτερικού μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,3.65,2023-08-25
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,3.8,2023-08-25
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,4,2023-08-25
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,3.95,2023-08-25
Μοσχάρια εγχώρια 4/μορια,ΚΑΤΩΤΕΡΗ,6.5,2023-08-25
Μοσχάρια εγχώρια 4/μορια,ΑΝΩΤΕΡΗ,7,2023-08-25
Μοσχάρια εγχώρια 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,6.9,2023-08-25
Μοσχάρια εξωτερικού 4/μορια,ΚΑΤΩΤΕΡΗ,6.3,2023-08-25
Μοσχάρια εξωτερικού 4/μορια,ΑΝΩΤΕΡΗ,6.8,2023-08-25
Μοσχάρια εξωτερικού 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,6.5,2023-08-25
Αρνιά,ΚΑΤΩΤΕΡΗ,8,2023-08-28
Αρνιά,ΑΝΩΤΕΡΗ,11,2023-08-28
Αρνιά,ΕΠΙΚΡΑΤΟΥΣΑ,10.5,2023-08-28
Αρνια Ρουμανιας,ΚΑΤΩΤΕΡΗ,8,2023-08-28
Αρνια Ρουμανιας,ΑΝΩΤΕΡΗ,8.8,2023-08-28
Αρνια Ρουμανιας,ΕΠΙΚΡΑΤΟΥΣΑ,8.6,2023-08-28
Γιδοπρόβατα,ΚΑΤΩΤΕΡΗ,3,2023-08-28
Γιδοπρόβατα,ΑΝΩΤΕΡΗ,5.8,2023-08-28
Γιδοπρόβατα,ΕΠΙΚΡΑΤΟΥΣΑ,5.6,2023-08-28
Χοιρινά εγχώρια μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,3.5,2023-08-28
Χοιρινά εγχώρια μαδητά μισάδια,ΑΝΩΤΕΡΗ,3.8,2023-08-28
Χοιρινά εγχώρια μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,3.6,2023-08-28
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,3.9,2023-08-28
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,4.1,2023-08-28
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,4,2023-08-28
Χοιρινά εξωτερικού μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,3.5,2023-08-28
Χοιρινά εξωτερικού μαδητά μισάδια,ΑΝΩΤΕΡΗ,3.7,2023-08-28
Χοιρινά εξωτερικού μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,3.6,2023-08-28
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,3.8,2023-08-28
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,4,2023-08-28
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,3.95,2023-08-28
Μοσχάρια εγχώρια 4/μορια,ΚΑΤΩΤΕΡΗ,6.5,2023-08-28
Μοσχάρια εγχώρια 4/μορια,ΑΝΩΤΕΡΗ,7,2023-08-28
Μοσχάρια εγχώρια 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,6.8,2023-08-28
Μοσχάρια εξωτερικού 4/μορια,ΚΑΤΩΤΕΡΗ,6.3,2023-08-28
Μοσχάρια εξωτερικού 4/μορια,ΑΝΩΤΕΡΗ,6.8,2023-08-28
Μοσχάρια εξωτερικού 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,6.5,2023-08-28
Αρνιά,ΚΑΤΩΤΕΡΗ,8,2023-08-30
Αρνιά,ΑΝΩΤΕΡΗ,11,2023-08-30
Αρνιά,ΕΠΙΚΡΑΤΟΥΣΑ,10.5,2023-08-30
Αρνια Ρουμανιας,ΚΑΤΩΤΕΡΗ,8,2023-08-30
Αρνια Ρουμανιας,ΑΝΩΤΕΡΗ,8.8,2023-08-30
Αρνια Ρουμανιας,ΕΠΙΚΡΑΤΟΥΣΑ,8.6,2023-08-30
Γιδοπρόβατα,ΚΑΤΩΤΕΡΗ,3,2023-08-30
Γιδοπρόβατα,ΑΝΩΤΕΡΗ,5.8,2023-08-30
Γιδοπρόβατα,ΕΠΙΚΡΑΤΟΥΣΑ,5.6,2023-08-30
Χοιρινά εγχώρια μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,3.5,2023-08-30
Χοιρινά εγχώρια μαδητά μισάδια,ΑΝΩΤΕΡΗ,3.8,2023-08-30
Χοιρινά εγχώρια μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,3.6,2023-08-30
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,3.9,2023-08-30
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,4.1,2023-08-30
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,4,2023-08-30
Χοιρινά εξωτερικού μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,3.5,2023-08-30
Χοιρινά εξωτερικού μαδητά μισάδια,ΑΝΩΤΕΡΗ,3.7,2023-08-30
Χοιρινά εξωτερικού μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,3.6,2023-08-30
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,3.8,2023-08-30
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,4,2023-08-30
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,3.95,2023-08-30
Μοσχάρια εγχώρια 4/μορια,ΚΑΤΩΤΕΡΗ,6.5,2023-08-30
Μοσχάρια εγχώρια 4/μορια,ΑΝΩΤΕΡΗ,7,2023-08-30
Μοσχάρια εγχώρια 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,6.8,2023-08-30
Μοσχάρια εξωτερικού 4/μορια,ΚΑΤΩΤΕΡΗ,6.3,2023-08-30
Μοσχάρια εξωτερικού 4/μορια,ΑΝΩΤΕΡΗ,6.8,2023-08-30
Μοσχάρια εξωτερικού 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,6.5,2023-08-30
Αρνιά,ΚΑΤΩΤΕΡΗ,8,2023-09-01
Αρνιά,ΑΝΩΤΕΡΗ,11.5,2023-09-01
Αρνιά,ΕΠΙΚΡΑΤΟΥΣΑ,10.5,2023-09-01
Αρνια Ρουμανιας,ΚΑΤΩΤΕΡΗ,8,2023-09-01
Αρνια Ρουμανιας,ΑΝΩΤΕΡΗ,8.8,2023-09-01
Αρνια Ρουμανιας,ΕΠΙΚΡΑΤΟΥΣΑ,8.6,2023-09-01
Κατσίκια,ΚΑΤΩΤΕΡΗ,7.5,2023-09-01
Κατσίκια,ΑΝΩΤΕΡΗ,8.5,2023-09-01
Κατσίκια,ΕΠΙΚΡΑΤΟΥΣΑ,8.2,2023-09-01
Γιδοπρόβατα,ΚΑΤΩΤΕΡΗ,3,2023-09-01
Γιδοπρόβατα,ΑΝΩΤΕΡΗ,6,2023-09-01
Γιδοπρόβατα,ΕΠΙΚΡΑΤΟΥΣΑ,5.6,2023-09-01
Χοιρινά εγχώρια μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,3.5,2023-09-01
Χοιρινά εγχώρια μαδητά μισάδια,ΑΝΩΤΕΡΗ,3.7,2023-09-01
Χοιρινά εγχώρια μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,3.6,2023-09-01
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,3.9,2023-09-01
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,4.1,2023-09-01
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,4,2023-09-01
Χοιρινά εξωτερικού μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,3.5,2023-09-01
Χοιρινά εξωτερικού μαδητά μισάδια,ΑΝΩΤΕΡΗ,3.6,2023-09-01
Χοιρινά εξωτερικού μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,3.5,2023-09-01
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,3.8,2023-09-01
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,4,2023-09-01
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,3.9,2023-09-01
Μοσχάρια εγχώρια 4/μορια,ΚΑΤΩΤΕΡΗ,6.3,2023-09-01
Μοσχάρια εγχώρια 4/μορια,ΑΝΩΤΕΡΗ,7,2023-09-01
Μοσχάρια εγχώρια 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,6.8,2023-09-01
Μοσχάρια εξωτερικού 4/μορια,ΚΑΤΩΤΕΡΗ,6.2,2023-09-01
Μοσχάρια εξωτερικού 4/μορια,ΑΝΩΤΕΡΗ,7,2023-09-01
Μοσχάρια εξωτερικού 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,6.6,2023-09-01
Αρνιά,ΚΑΤΩΤΕΡΗ,8,2023-09-01
Αρνιά,ΑΝΩΤΕΡΗ,11.5,2023-09-01
Αρνιά,ΕΠΙΚΡΑΤΟΥΣΑ,10.5,2023-09-01
Αρνια Ρουμανιας,ΚΑΤΩΤΕΡΗ,8,2023-09-01
Αρνια Ρουμανιας,ΑΝΩΤΕΡΗ,8.8,2023-09-01
Αρνια Ρουμανιας,ΕΠΙΚΡΑΤΟΥΣΑ,8.6,2023-09-01
Κατσίκια,ΚΑΤΩΤΕΡΗ,7.5,2023-09-01
Κατσίκια,ΑΝΩΤΕΡΗ,8.5,2023-09-01
